Mod:Item:MetaData, Localized Name
OreSpawn:OreSpawn_RatSword, item.ratsword.name
OreSpawn:OreSpawn_FairySword, item.fairysword.name
OreSpawn:OreSpawn_MantisClaw, item.mantisclaw.name
OreSpawn:OreSpawn_BigHammer, item.bighammer.name
OreSpawn:OreSpawn_EmeraldPickaxe, item.emeraldpickaxe.name
OreSpawn:OreSpawn_EmeraldShovel, item.emeraldshovel.name
OreSpawn:OreSpawn_EmeraldHoe, item.emeraldhoe.name
OreSpawn:OreSpawn_EmeraldAxe, item.emeraldaxe.name
OreSpawn:OreSpawn_CrystalWoodSword, item.crystalwoodsword.name
OreSpawn:OreSpawn_CrystalWoodPickaxe, item.crystalwoodpickaxe.name
OreSpawn:OreSpawn_CrystalWoodShovel, item.crystalwoodshovel.name
OreSpawn:OreSpawn_CrystalWoodHoe, item.crystalwoodhoe.name
OreSpawn:OreSpawn_CrystalWoodAxe, item.crystalwoodaxe.name
OreSpawn:OreSpawn_CrystalPinkSword, item.crystalpinksword.name
OreSpawn:OreSpawn_CrystalPinkPickaxe, item.crystalpinkpickaxe.name
OreSpawn:OreSpawn_CrystalPinkShovel, item.crystalpinkshovel.name
OreSpawn:OreSpawn_CrystalPinkHoe, item.crystalpinkhoe.name
OreSpawn:OreSpawn_CrystalPinkAxe, item.crystalpinkaxe.name
OreSpawn:OreSpawn_TigersEyeSword, item.tigerseye_sword.name
OreSpawn:OreSpawn_TigersEyePickaxe, item.tigerseye_pickaxe.name
OreSpawn:OreSpawn_TigersEyeShovel, item.tigerseye_shovel.name
OreSpawn:OreSpawn_TigersEyeHoe, item.tigerseye_hoe.name
OreSpawn:OreSpawn_TigersEyeAxe, item.tigerseye_axe.name
OreSpawn:OreSpawn_CrystalStoneSword, item.crystalstonesword.name
OreSpawn:OreSpawn_CrystalStonePickaxe, item.crystalstonepickaxe.name
OreSpawn:OreSpawn_CrystalStoneShovel, item.crystalstoneshovel.name
OreSpawn:OreSpawn_CrystalStoneHoe, item.crystalstonehoe.name
OreSpawn:OreSpawn_CrystalStoneAxe, item.crystalstoneaxe.name
OreSpawn:OreSpawn_RubySword, item.rubysword.name
OreSpawn:OreSpawn_RubyPickaxe, item.rubypickaxe.name
OreSpawn:OreSpawn_RubyShovel, item.rubyshovel.name
OreSpawn:OreSpawn_RubyHoe, item.rubyhoe.name
OreSpawn:OreSpawn_RubyAxe, item.rubyaxe.name
OreSpawn:OreSpawn_AmethystSword, item.amethystsword.name
OreSpawn:OreSpawn_AmethystPickaxe, item.amethystpickaxe.name
OreSpawn:OreSpawn_AmethystShovel, item.amethystshovel.name
OreSpawn:OreSpawn_AmethystHoe, item.amethysthoe.name
OreSpawn:OreSpawn_AmethystAxe, item.amethystaxe.name
OreSpawn:OreSpawn_RedHeels, item.redheels.name
OreSpawn:OreSpawn_BlackHeels, item.blackheels.name
OreSpawn:OreSpawn_Slippers, item.slippers.name
OreSpawn:OreSpawn_Boots, item.boots.name
OreSpawn:OreSpawn_GameController, item.gamecontroller.name
OreSpawn:OreSpawn_UltimateBow, item.ultimatebow.name
OreSpawn:OreSpawn_SkateBow, item.skatebow.name
OreSpawn:OreSpawn_UltimateFishingRod, item.ultimatefishingrod.name
OreSpawn:OreSpawn_FireFish, item.firefish.name
OreSpawn:OreSpawn_SunFish, item.sunfish.name
OreSpawn:OreSpawn_LavaEel, item.lavaeel.name
OreSpawn:OreSpawn_MothScale, item.mothscale.name
OreSpawn:OreSpawn_QueenScale, item.queenscale.name
OreSpawn:OreSpawn_NightmareScale, item.nightmarescale.name
OreSpawn:OreSpawn_EmperorScorpionScale, item.emperorscorpionscale.name
OreSpawn:OreSpawn_BasiliskScale, item.basiliskscale.name
OreSpawn:OreSpawn_WaterDragonScale, item.waterdragonscale.name
OreSpawn:OreSpawn_PeacockFeather, item.peacockfeather.name
OreSpawn:OreSpawn_JumpyBugScale, item.jumpybugscale.name
OreSpawn:OreSpawn_KrakenTooth, item.krakentooth.name
OreSpawn:OreSpawn_GodzillaScale, item.godzillascale.name
OreSpawn:OreSpawn_GreenGoo, item.greengoo.name
OreSpawn:OreSpawn_SpiderRobotKit, item.spiderrobotkit.name
OreSpawn:OreSpawn_AntRobotKit, item.antrobotkit.name
OreSpawn:OreSpawn_ZooKeeper, item.zookeeper.name
OreSpawn:OreSpawn_CreeperLauncher, item.creeperlauncher.name
OreSpawn:OreSpawn_NetherLost, item.netherlost.name
OreSpawn:OreSpawn_CrystalSticks, item.crystalsticks.name
OreSpawn:OreSpawn_Sifter, item.sifter.name
OreSpawn:OreSpawn_SunspotUrchin, item.sunspoturchin.name
OreSpawn:OreSpawn_WaterBall, item.waterball.name
OreSpawn:OreSpawn_LaserBall, item.laserball.name
OreSpawn:OreSpawn_IceBall, item.iceball.name
OreSpawn:OreSpawn_SmallRock, item.rocksmall.name
OreSpawn:OreSpawn_Rock, item.rock.name
OreSpawn:OreSpawn_RedRock, item.rockred.name
OreSpawn:OreSpawn_CrystalRedRock, item.rockcrystalred.name
OreSpawn:OreSpawn_CrystalGreenRock, item.rockcrystalgreen.name
OreSpawn:OreSpawn_CrystalBlueRock, item.rockcrystalblue.name
OreSpawn:OreSpawn_CrystalTNTRock, item.rockcrystaltnt.name
OreSpawn:OreSpawn_GreenRock, item.rockgreen.name
OreSpawn:OreSpawn_BlueRock, item.rockblue.name
OreSpawn:OreSpawn_PurpleRock, item.rockpurple.name
OreSpawn:OreSpawn_SpikeyRock, item.rockspikey.name
OreSpawn:OreSpawn_TNTRock, item.rocktnt.name
OreSpawn:OreSpawn_Acid, Acid
OreSpawn:OreSpawn_Irukandji, item.deadirukandji.name
OreSpawn:OreSpawn_IrukandjiArrow, item.irukandjiarrow.name
OreSpawn:OreSpawn_RayGun, item.RayGun.name
OreSpawn:OreSpawn_SquidZooka, item.squidzookasmall.name
OreSpawn:OreSpawn_SparkFish, item.sparkfish.name
OreSpawn:OreSpawn_Salt, item.salt.name
OreSpawn:OreSpawn_Popcorn, item.popcorn.name
OreSpawn:OreSpawn_ButteredPopcorn, item.popcorn_buttered.name
OreSpawn:OreSpawn_ButteredSaltedPopcorn, item.popcorn_buttered_salted.name
OreSpawn:OreSpawn_PopcornBag, item.popcorn_bag.name
OreSpawn:OreSpawn_Butter, item.butter.name
OreSpawn:OreSpawn_CornDog, item.corndog_cooked.name
OreSpawn:OreSpawn_Cheese, Cheese
OreSpawn:OreSpawn_RawCornDog, item.corndog_raw.name
OreSpawn:OreSpawn_Peacock, item.cookedpeacock.name
OreSpawn:OreSpawn_RawPeacock, item.rawpeacock.name
OreSpawn:OreSpawn_Ruby, Ruby
OreSpawn:OreSpawn_Amethyst, item.amethyst.name
OreSpawn:OreSpawn_ThunderStaff, item.thunderstaff.name
OreSpawn:OreSpawn_Wrench, Wrench
OreSpawn:OreSpawn_RawBacon, Bacon
OreSpawn:OreSpawn_Bacon, item.cookedbacon.name
OreSpawn:OreSpawn_RawCrabMeat, item.crabmeat.name
OreSpawn:OreSpawn_CrabMeat, item.cookedcrabmeat.name
OreSpawn:OreSpawn_ButterCandy, item.buttercandy.name
OreSpawn:OreSpawn_UraniumNugget, item.uranium_nugget.name
OreSpawn:OreSpawn_TitaniumNugget, item.titanium_nugget.name
OreSpawn:OreSpawn_GreenFish, item.greenfish.name
OreSpawn:OreSpawn_BlueFish, item.bluefish.name
OreSpawn:OreSpawn_PinkFish, item.pinkfish.name
OreSpawn:OreSpawn_RockFish, item.rockfish.name
OreSpawn:OreSpawn_WoodFish, item.woodfish.name
OreSpawn:OreSpawn_GreyFish, item.greyfish.name
OreSpawn:OreSpawn_Salad, item.salad.name
OreSpawn:OreSpawn_BLT, item.blt_sandwich.name
OreSpawn:OreSpawn_CrabbyPatty, item.crabbypatty.name
OreSpawn:OreSpawn_BerthaHandle, item.bbhandle.name
OreSpawn:OreSpawn_BerthaGuard, item.bbguard.name
OreSpawn:OreSpawn_BerthaBlade, item.bbblade.name
OreSpawn:OreSpawn_MolenoidNose, item.molenoidnose.name
OreSpawn:OreSpawn_SeaMonsterScale, item.seamonsterscale.name
OreSpawn:OreSpawn_WormTooth, item.wormtooth.name
OreSpawn:OreSpawn_TRexTooth, item.trextooth.name
OreSpawn:OreSpawn_CaterKillerJaw, item.caterkillerjaw.name
OreSpawn:OreSpawn_SeaViperTongue, item.seavipertongue.name
OreSpawn:OreSpawn_VortexEye, item.vortexeye.name
OreSpawn:OreSpawn_WitherSkeletonEgg, item.eggwitherskeleton.name
OreSpawn:OreSpawn_EnderDragonEgg, item.eggenderdragon.name
OreSpawn:OreSpawn_SnowGolemEgg, item.eggsnowgolem.name
OreSpawn:OreSpawn_IronGolemEgg, item.eggirongolem.name
OreSpawn:OreSpawn_WitherBossEgg, item.eggwitherboss.name
OreSpawn:OreSpawn_GirlfriendEgg, item.egggirlfriend.name
OreSpawn:OreSpawn_BoyfriendEgg, item.eggboyfriend.name
OreSpawn:OreSpawn_TheKingEgg, item.eggtheking.name
OreSpawn:OreSpawn_TheQueenEgg, item.eggthequeen.name
OreSpawn:OreSpawn_ThePrinceEgg, item.eggtheprince.name
OreSpawn:OreSpawn_RedCowEgg, item.eggredcow.name
OreSpawn:OreSpawn_CrystalCowEgg, item.eggcrystalcow.name
OreSpawn:OreSpawn_GoldCowEgg, item.egggoldcow.name
OreSpawn:OreSpawn_EnchantedCowEgg, item.eggenchantedcow.name
OreSpawn:OreSpawn_MOTHRAEgg, item.eggMOTHRA.name
OreSpawn:OreSpawn_AloEgg, item.eggalosaurus.name
OreSpawn:OreSpawn_CryoEgg, item.eggcryolophosaurus.name
OreSpawn:OreSpawn_CamaEgg, item.eggcamarasaurus.name
OreSpawn:OreSpawn_VeloEgg, item.eggvelocityraptor.name
OreSpawn:OreSpawn_HydroEgg, item.egghydrolisc.name
OreSpawn:OreSpawn_BasilEgg, item.eggbasilisc.name
OreSpawn:OreSpawn_DragonflyEgg, item.eggdragonfly.name
OreSpawn:OreSpawn_EmperorScorpionEgg, item.eggemperorscorpion.name
OreSpawn:OreSpawn_ScorpionEgg, item.eggscorpion.name
OreSpawn:OreSpawn_CaveFisherEgg, item.eggcavefisher.name
OreSpawn:OreSpawn_SpyroEgg, item.eggspyro.name
OreSpawn:OreSpawn_BaryonyxEgg, item.eggbaryonyx.name
OreSpawn:OreSpawn_GammaMetroidEgg, item.egggammametroid.name
OreSpawn:OreSpawn_CockateilEgg, item.eggcockateil.name
OreSpawn:OreSpawn_KyuubiEgg, item.eggkyuubi.name
OreSpawn:OreSpawn_AlienEgg, item.eggalien.name
OreSpawn:OreSpawn_AttackSquidEgg, item.eggattacksquid.name
OreSpawn:OreSpawn_WaterDragonEgg, item.eggwaterdragon.name
OreSpawn:OreSpawn_CephadromeEgg, item.eggcephadrome.name
OreSpawn:OreSpawn_KrakenEgg, item.eggkraken.name
OreSpawn:OreSpawn_LizardEgg, item.egglizard.name
OreSpawn:OreSpawn_DragonEgg, item.eggdragon.name
OreSpawn:OreSpawn_BeeEgg, item.eggbee.name
OreSpawn:OreSpawn_TrooperBugEgg, item.eggtrooper.name
OreSpawn:OreSpawn_SpitBugEgg, item.eggspit.name
OreSpawn:OreSpawn_StinkBugEgg, item.eggstink.name
OreSpawn:OreSpawn_OstrichEgg, item.eggostrich.name
OreSpawn:OreSpawn_GazelleEgg, item.egggazelle.name
OreSpawn:OreSpawn_ChipmunkEgg, item.eggchipmunk.name
OreSpawn:OreSpawn_CreepingHorrorEgg, item.eggcreepinghorror.name
OreSpawn:OreSpawn_TerribleTerrorEgg, item.eggterribleterror.name
OreSpawn:OreSpawn_CliffRacerEgg, item.eggcliffracer.name
OreSpawn:OreSpawn_TriffidEgg, item.eggtriffid.name
OreSpawn:OreSpawn_PitchBlackEgg, item.eggnightmare.name
OreSpawn:OreSpawn_LurkingTerrorEgg, item.egglurkingterror.name
OreSpawn:OreSpawn_GodzillaEgg, item.egggodzilla.name
OreSpawn:OreSpawn_SmallWormEgg, item.eggsmallworm.name
OreSpawn:OreSpawn_MediumWormEgg, item.eggmediumworm.name
OreSpawn:OreSpawn_LargeWormEgg, item.egglargeworm.name
OreSpawn:OreSpawn_CassowaryEgg, item.eggcassowary.name
OreSpawn:OreSpawn_CloudSharkEgg, item.eggcloudshark.name
OreSpawn:OreSpawn_GoldFishEgg, item.egggoldfish.name
OreSpawn:OreSpawn_LeafMonsterEgg, item.eggleafmonster.name
OreSpawn:OreSpawn_TshirtEgg, item.eggtshirt.name
OreSpawn:OreSpawn_EnderKnightEgg, item.eggenderknight.name
OreSpawn:OreSpawn_EnderReaperEgg, item.eggenderreaper.name
OreSpawn:OreSpawn_BeaverEgg, item.eggbeaver.name
OreSpawn:OreSpawn_DungeonBeastEgg, item.eggdungeonbeast.name
OreSpawn:OreSpawn_RotatorEgg, item.eggrotator.name
OreSpawn:OreSpawn_VortexEgg, item.eggvortex.name
OreSpawn:OreSpawn_PeacockEgg, item.eggpeacock.name
OreSpawn:OreSpawn_FairyEgg, item.eggfairy.name
OreSpawn:OreSpawn_RatEgg, item.eggrat.name
OreSpawn:OreSpawn_FlounderEgg, item.eggflounder.name
OreSpawn:OreSpawn_WhaleEgg, item.eggwhale.name
OreSpawn:OreSpawn_IrukandjiEgg, item.eggirukandji.name
OreSpawn:OreSpawn_SkateEgg, item.eggskate.name
OreSpawn:OreSpawn_UrchinEgg, item.eggurchin.name
OreSpawn:OreSpawn_Robot1Egg, item.eggrobot1.name
OreSpawn:OreSpawn_Robot2Egg, item.eggrobot2.name
OreSpawn:OreSpawn_Robot3Egg, item.eggrobot3.name
OreSpawn:OreSpawn_Robot4Egg, item.eggrobot4.name
OreSpawn:OreSpawn_GhostEgg, item.eggghost.name
OreSpawn:OreSpawn_GhostSkellyEgg, item.eggghostskelly.name
OreSpawn:OreSpawn_BrownAntEgg, item.eggbrownant.name
OreSpawn:OreSpawn_RedAntEgg, item.eggredant.name
OreSpawn:OreSpawn_RainbowAntEgg, item.eggrainbowant.name
OreSpawn:OreSpawn_UnstableAntEgg, item.eggunstableant.name
OreSpawn:OreSpawn_TermiteEgg, item.eggtermite.name
OreSpawn:OreSpawn_ButterflyEgg, item.eggbutterfly.name
OreSpawn:OreSpawn_MothEgg, item.eggmoth.name
OreSpawn:OreSpawn_MosquitoEgg, item.eggmosquito.name
OreSpawn:OreSpawn_FireflyEgg, item.eggfirefly.name
OreSpawn:OreSpawn_TRexEgg, item.eggtrex.name
OreSpawn:OreSpawn_HerculesEgg, item.egghercules.name
OreSpawn:OreSpawn_MantisEgg, item.eggmantis.name
OreSpawn:OreSpawn_StinkyEgg, item.eggstinky.name
OreSpawn:OreSpawn_Robot5Egg, item.eggrobot5.name
OreSpawn:OreSpawn_CoinEgg, item.eggcoin.name
OreSpawn:OreSpawn_EasterBunnyEgg, item.eggeasterbunny.name
OreSpawn:OreSpawn_MolenoidEgg, item.eggmolenoid.name
OreSpawn:OreSpawn_SeaMonsterEgg, item.eggseamonster.name
OreSpawn:OreSpawn_SeaViperEgg, item.eggseaviper.name
OreSpawn:OreSpawn_CaterKillerEgg, item.eggcaterkiller.name
OreSpawn:OreSpawn_RubberDuckyEgg, item.eggrubberducky.name
OreSpawn:OreSpawn_HammerheadEgg, item.egghammerhead.name
OreSpawn:OreSpawn_LeonEgg, item.eggleon.name
OreSpawn:OreSpawn_CriminalEgg, item.eggcriminal.name
OreSpawn:OreSpawn_BrutalflyEgg, item.eggbrutalfly.name
OreSpawn:OreSpawn_NastysaurusEgg, item.eggnastysaurus.name
OreSpawn:OreSpawn_PointysaurusEgg, item.eggpointysaurus.name
OreSpawn:OreSpawn_CricketEgg, item.eggcricket.name
OreSpawn:OreSpawn_ThePrincessEgg, item.eggtheprincess.name
OreSpawn:OreSpawn_FrogEgg, item.eggfrog.name
OreSpawn:OreSpawn_JefferyEgg, item.eggrobot6.name
OreSpawn:OreSpawn_AntRobotEgg, item.eggantrobot.name
OreSpawn:OreSpawn_SpiderRobotEgg, item.eggspiderrobot.name
OreSpawn:OreSpawn_SpiderDriverEgg, item.eggspiderdriver.name
OreSpawn:OreSpawn_CrabEgg, item.eggcrab.name
OreSpawn:OreSpawn_CageEmpty, item.cageempty.name
OreSpawn:OreSpawn_CagedSpider, item.cagespider.name
OreSpawn:OreSpawn_CagedBat, item.cagebat.name
OreSpawn:OreSpawn_CagedCow, item.cagecow.name
OreSpawn:OreSpawn_CagePig, item.cagepig.name
OreSpawn:OreSpawn_CagedSquid, item.cagesquid.name
OreSpawn:OreSpawn_CagedChicken, item.cagechicken.name
OreSpawn:OreSpawn_CagedCreeper, item.cagecreeper.name
OreSpawn:OreSpawn_CagedSkeleton, item.cageskeleton.name
OreSpawn:OreSpawn_CagedZombie, item.cagezombie.name
OreSpawn:OreSpawn_CagedSlime, item.cageslime.name
OreSpawn:OreSpawn_CagedGhast, item.cageghast.name
OreSpawn:OreSpawn_CagedZombiePigman, item.cagezombiepigman.name
OreSpawn:OreSpawn_CagedEnderman, item.cageenderman.name
OreSpawn:OreSpawn_CagedCaveSpider, item.cagecavespider.name
OreSpawn:OreSpawn_CagedSilverfish, item.cagesilverfish.name
OreSpawn:OreSpawn_CagedMagmaCube, item.cagemagmacube.name
OreSpawn:OreSpawn_CagedWitch, item.cagewitch.name
OreSpawn:OreSpawn_CagedSheep, item.cagesheep.name
OreSpawn:OreSpawn_CagedWolf, item.cagewolf.name
OreSpawn:OreSpawn_CagedMooshroom, item.cagemooshroom.name
OreSpawn:OreSpawn_CagedOcelot, item.cageocelot.name
OreSpawn:OreSpawn_CagedBlaze, item.cageblaze.name
OreSpawn:OreSpawn_CagedGirlfriend, item.cagegirlfriend.name
OreSpawn:OreSpawn_CagedBoyfriend, item.cageboyfriend.name
OreSpawn:OreSpawn_CagedWitherSkeleton, item.cagewitherskeleton.name
OreSpawn:OreSpawn_CagedEnderDragon, item.cageenderdragon.name
OreSpawn:OreSpawn_CagedSnowGolem, item.cagesnowgolem.name
OreSpawn:OreSpawn_CagedIronGolem, item.cageirongolem.name
OreSpawn:OreSpawn_CagedWitherBoss, item.cagewitherboss.name
OreSpawn:OreSpawn_CagedRedCow, item.cageredcow.name
OreSpawn:OreSpawn_CagedCrystalCow, item.cagecrystalcow.name
OreSpawn:OreSpawn_CagedVillager, item.cagevillager.name
OreSpawn:OreSpawn_CagedGoldCow, item.cagegoldcow.name
OreSpawn:OreSpawn_CagedEnchantedCow, item.cageenchantedcow.name
OreSpawn:OreSpawn_CagedMOTHRA, item.cageMOTHRA.name
OreSpawn:OreSpawn_CagedAlo, item.cagealosaurus.name
OreSpawn:OreSpawn_CagedCryo, item.cagecryolophosaurus.name
OreSpawn:OreSpawn_CagedCama, item.cagecamarasaurus.name
OreSpawn:OreSpawn_CagedVelo, item.cagevelocityraptor.name
OreSpawn:OreSpawn_CagedHydro, item.cagehydrolisc.name
OreSpawn:OreSpawn_CagedBasil, item.cagebasilisc.name
OreSpawn:OreSpawn_CagedDragonfly, item.cagedragonfly.name
OreSpawn:OreSpawn_CagedEmperorScorpion, item.cageemperorscorpion.name
OreSpawn:OreSpawn_CagedScorpion, item.cagescorpion.name
OreSpawn:OreSpawn_CagedCaveFisher, item.cagecavefisher.name
OreSpawn:OreSpawn_CagedSpyro, item.cagespyro.name
OreSpawn:OreSpawn_CagedBaryonyx, item.cagebaryonyx.name
OreSpawn:OreSpawn_CagedGammaMetroid, item.cagegammametroid.name
OreSpawn:OreSpawn_CagedCockateil, item.cagecockateil.name
OreSpawn:OreSpawn_CagedKyuubi, item.cagekyuubi.name
OreSpawn:OreSpawn_CagedAlien, item.cagealien.name
OreSpawn:OreSpawn_Elevator, item.elevator.name
OreSpawn:OreSpawn_CagedAttackSquid, item.cageattacksquid.name
OreSpawn:OreSpawn_CagedWaterDragon, item.cagewaterdragon.name
OreSpawn:OreSpawn_CagedCephadrome, item.cagecephadrome.name
OreSpawn:OreSpawn_CagedKraken, item.cagekraken.name
OreSpawn:OreSpawn_CagedLizard, item.cagelizard.name
OreSpawn:OreSpawn_CagedDragon, item.cagedragon.name
OreSpawn:OreSpawn_CagedBee, item.cagebee.name
OreSpawn:OreSpawn_CagedHorse, item.cagehorse.name
OreSpawn:OreSpawn_CagedFirefly, item.cagefirefly.name
OreSpawn:OreSpawn_CagedChipmunk, item.cagechipmunk.name
OreSpawn:OreSpawn_CagedGazelle, item.cagegazelle.name
OreSpawn:OreSpawn_CagedOstrich, item.cageostrich.name
OreSpawn:OreSpawn_CagedTrooper, item.cagetrooper.name
OreSpawn:OreSpawn_CagedSpit, item.cagespit.name
OreSpawn:OreSpawn_CagedStink, item.cagestink.name
OreSpawn:OreSpawn_CagedCreepingHorror, item.cagecreepinghorror.name
OreSpawn:OreSpawn_CagedTerribleTerror, item.cageterribleterror.name
OreSpawn:OreSpawn_CagedCliffRacer, item.cagecliffracer.name
OreSpawn:OreSpawn_CagedTriffid, item.cagetriffid.name
OreSpawn:OreSpawn_CagedPitchBlack, item.cagenightmare.name
OreSpawn:OreSpawn_CagedLurkingTerror, item.cagelurkingterror.name
OreSpawn:OreSpawn_CagedSmallWorm, item.cagesmallworm.name
OreSpawn:OreSpawn_CagedMediumWorm, item.cagemediumworm.name
OreSpawn:OreSpawn_CagedLargeWorm, item.cagelargeworm.name
OreSpawn:OreSpawn_CagedCassowary, item.cagecassowary.name
OreSpawn:OreSpawn_CagedCloudShark, item.cagecloudshark.name
OreSpawn:OreSpawn_CagedGoldFish, item.cagegoldfish.name
OreSpawn:OreSpawn_CagedLeafMonster, item.cageleafmonster.name
OreSpawn:OreSpawn_CagedEnderKnight, item.cageenderknight.name
OreSpawn:OreSpawn_CagedEnderReaper, item.cageenderreaper.name
OreSpawn:OreSpawn_CagedBeaver, item.cagebeaver.name
OreSpawn:OreSpawn_CagedUrchin, item.cageurchin.name
OreSpawn:OreSpawn_CagedFlounder, item.cageflounder.name
OreSpawn:OreSpawn_CagedSkate, item.cageskate.name
OreSpawn:OreSpawn_CagedRotator, item.cagerotator.name
OreSpawn:OreSpawn_CagedPeacock, item.cagepeacock.name
OreSpawn:OreSpawn_CagedFairy, item.cagefairy.name
OreSpawn:OreSpawn_CagedDungeonBeast, item.cagedungeonbeast.name
OreSpawn:OreSpawn_CagedVortex, item.cagevortex.name
OreSpawn:OreSpawn_CagedRat, item.cagerat.name
OreSpawn:OreSpawn_CagedWhale, item.cagewhale.name
OreSpawn:OreSpawn_CagedIrukandji, item.cageirukandji.name
OreSpawn:OreSpawn_CagedTRex, item.cagetrex.name
OreSpawn:OreSpawn_CagedHercules, item.cagehercules.name
OreSpawn:OreSpawn_CagedMantis, item.cagemantis.name
OreSpawn:OreSpawn_CagedStinky, item.cagestinky.name
OreSpawn:OreSpawn_CagedEasterBunny, item.cageeasterbunny.name
OreSpawn:OreSpawn_CagedCaterKiller, item.cagecaterkiller.name
OreSpawn:OreSpawn_CagedMolenoid, item.cagemolenoid.name
OreSpawn:OreSpawn_CagedSeaMonster, item.cageseamonster.name
OreSpawn:OreSpawn_CagedSeaViper, item.cageseaviper.name
OreSpawn:OreSpawn_CagedLeon, item.cageleon.name
OreSpawn:OreSpawn_CagedHammerhead, item.cagehammerhead.name
OreSpawn:OreSpawn_CagedRubberDucky, item.cagerubberducky.name
OreSpawn:OreSpawn_CagedCriminal, item.cagecriminal.name
OreSpawn:OreSpawn_CagedBrutalfly, item.cagebrutalfly.name
OreSpawn:OreSpawn_CagedNastysaurus, item.cagenastysaurus.name
OreSpawn:OreSpawn_CagedPointysaurus, item.cagepointysaurus.name
OreSpawn:OreSpawn_CagedCricket, item.cagecricket.name
OreSpawn:OreSpawn_CagedFrog, item.cagefrog.name
OreSpawn:OreSpawn_CagedSpiderDriver, item.cagespiderdriver.name
OreSpawn:OreSpawn_CagedCrab, item.cagecrab.name
OreSpawn:OreSpawn_Strawberry, item.strawberry.name
OreSpawn:OreSpawn_CrystalApple, item.crystalapple.name
OreSpawn:OreSpawn_Love, Heart
OreSpawn:OreSpawn_Cherry, item.cherries.name
OreSpawn:OreSpawn_Peach, item.peach.name
OreSpawn:OreSpawn_Radish, item.radish.name
OreSpawn:OreSpawn_Rice, item.rice.name
OreSpawn:OreSpawn_CornCob, item.corn_seed.name
OreSpawn:OreSpawn_Quinoa, item.quinoa.name
OreSpawn:OreSpawn_Tomato, item.tomato_seed.name
OreSpawn:OreSpawn_Lettuce, item.lettuce_seed.name
OreSpawn:OreSpawn_StrawberrySeed, item.strawberry_seed.name
OreSpawn:OreSpawn_ButterflySeed, item.butterfly_seed.name
OreSpawn:OreSpawn_MothSeed, item.moth_seed.name
OreSpawn:OreSpawn_MosquitoSeed, item.mosquito_seed.name
OreSpawn:OreSpawn_FireflySeed, item.firefly_seed.name
OreSpawn:OreSpawn_MagicApple, item.magicapple.name
OreSpawn:OreSpawn_RandomDungeon, item.randomdungeon.name
OreSpawn:OreSpawn_MinersDream, item.minersdream.name
OreSpawn:OreSpawn_UltimateHelmet, item.ultimate_helmet.name
OreSpawn:OreSpawn_UltimateBody, item.ultimate_chest.name
OreSpawn:OreSpawn_UltimateLegs, item.ultimate_leggings.name
OreSpawn:OreSpawn_UltimateBoots, item.ultimate_boots.name
OreSpawn:OreSpawn_LavaEelHelmet, item.lavaeel_helmet.name
OreSpawn:OreSpawn_LavaEelBody, item.lavaeel_chest.name
OreSpawn:OreSpawn_LavaEelLegs, item.lavaeel_leggings.name
OreSpawn:OreSpawn_LavaEelBoots, item.lavaeel_boots.name
OreSpawn:OreSpawn_MothScaleHelmet, item.mothscale_helmet.name
OreSpawn:OreSpawn_MothScaleBody, item.mothscale_chest.name
OreSpawn:OreSpawn_MothScaleLegs, item.mothscale_leggings.name
OreSpawn:OreSpawn_MothScaleBoots, item.mothscale_boots.name
OreSpawn:OreSpawn_AppleSeed, item.appletree_seed.name
OreSpawn:OreSpawn_CherrySeed, item.cherrytree_seed.name
OreSpawn:OreSpawn_PeachSeed, item.peachtree_seed.name
OreSpawn:OreSpawn_StepUp, item.step_up.name
OreSpawn:OreSpawn_StepDown, item.step_down.name
OreSpawn:OreSpawn_StepAccross, item.step_accross.name
OreSpawn:OreSpawn_EmeraldHelmet, item.emerald_helmet.name
OreSpawn:OreSpawn_EmeraldBody, item.emerald_chest.name
OreSpawn:OreSpawn_EmeraldLegs, item.emerald_leggings.name
OreSpawn:OreSpawn_EmeraldBoots, item.emerald_boots.name
OreSpawn:OreSpawn_ExperienceCatcher, item.experiencecatcher.name
OreSpawn:OreSpawn_DeadStinkBug, item.deadstinkbug.name
OreSpawn:OreSpawn_ExperienceTreeSeed, item.experiencetree_seed.name
OreSpawn:OreSpawn_ExperienceHelmet, item.experience_helmet.name
OreSpawn:OreSpawn_ExperienceBody, item.experience_chest.name
OreSpawn:OreSpawn_ExperienceLegs, item.experience_leggings.name
OreSpawn:OreSpawn_ExperienceBoots, item.experience_boots.name
OreSpawn:OreSpawn_RubyHelmet, item.ruby_helmet.name
OreSpawn:OreSpawn_RubyBody, item.ruby_chest.name
OreSpawn:OreSpawn_RubyLegs, item.ruby_leggings.name
OreSpawn:OreSpawn_RubyBoots, item.ruby_boots.name
OreSpawn:OreSpawn_AmethystHelmet, item.amethyst_helmet.name
OreSpawn:OreSpawn_AmethystBody, item.amethyst_chest.name
OreSpawn:OreSpawn_AmethystLegs, item.amethyst_leggings.name
OreSpawn:OreSpawn_AmethystBoots, item.amethyst_boots.name
OreSpawn:OreSpawn_ZooCage2, item.zoo2.name
OreSpawn:OreSpawn_ZooCage4, item.zoo4.name
OreSpawn:OreSpawn_ZooCage6, item.zoo6.name
OreSpawn:OreSpawn_ZooCage8, item.zoo8.name
OreSpawn:OreSpawn_ZooCage10, item.zoo10.name
OreSpawn:OreSpawn_InstantShelter, item.instantshelter.name
